name,dob,outcome_type,outcome_subtype,outcome_datetime,sex,color,age,breed
*Mr. Skippy,2011-07-05,Transfer,Partner,2014-07-23 16:36:00,Intact Male,Tricolor,3 years,Rat Terrier
Unknown,2019-02-17,Transfer,Partner,2019-03-25 12:39:00,Intact Female,Tan/Black,1 month,Rat Terrier
Guerra,2017-07-22,Transfer,Out State,2022-07-26 10:29:00,Intact Female,Tan,5 years,Yorkshire Terrier
Unknown,2007-02-19,Transfer,Partner,2014-02-24 13:04:00,Neutered Male,White/Black,7 years,Lhasa Apso
Mistletoe,2013-12-17,Transfer,Partner,2015-12-21 12:22:00,Intact Female,White/Brown,2 years,Shih Tzu
Unknown,2017-04-10,Transfer,Partner,2017-06-13 14:04:00,Intact Female,Black,2 months,Boxer
*Baby Bear,2021-04-19,Adoption,Foster,2023-07-22 13:47:00,Neutered Male,Black/White,2 years,Siberian Husky
Bella,2011-04-03,Euthanasia,Aggressive,2015-01-21 12:47:00,Intact Female,Gold,3 years,Chow Chow
Unknown,2016-08-12,Transfer,Partner,2016-10-27 00:00:00,Intact Male,Red/White,2 months,Australian Shepherd
Unknown,2017-06-29,Transfer,Partner,2017-08-17 00:00:00,Intact Male,Red,1 month,Labrador Retriever
Unknown,2016-04-25,Transfer,Partner,2016-05-10 18:07:00,Unknown,Brown Brindle/White,2 weeks,Labrador Retriever
Unknown,2023-07-12,Transfer,Partner,2024-07-30 17:33:00,Intact Male,Brown Brindle,1 year,Plott Hound
Unknown,2013-01-22,Transfer,Partner,2017-01-26 00:00:00,Neutered Male,Silver/Red,4 years,Yorkshire Terrier
*Peaches,2015-11-26,Adoption,Foster,2016-03-15 14:36:00,Spayed Female,White/Brown,3 months,Australian Cattle Dog
Mufasa,2016-12-26,Transfer,Partner,2018-04-18 14:15:00,Neutered Male,Red/White,1 year,Australian Shepherd
Unknown,2024-03-25,Transfer,Partner,2024-05-26 12:21:00,Intact Female,Tan,2 months,Labrador Retriever
Coco,2007-11-11,Euthanasia,Aggressive,2013-10-24 10:47:00,Spayed Female,Chocolate/White,5 years,Labrador Retriever
Unknown,2010-06-23,Transfer,Partner,2015-06-27 18:16:00,Spayed Female,Cream,5 years,Pomeranian
*Nara,2022-09-20,Transfer,Partner,2023-01-30 14:46:00,Intact Female,Tricolor,4 months,Australian Cattle Dog
Unknown,2016-09-01,Transfer,Partner,2017-07-04 14:01:00,Intact Female,Black/White,10 months,Labrador Retriever
Unknown,2015-11-30,Transfer,Partner,2015-12-07 13:17:00,Unknown,Black/White,1 week,Labrador Retriever
Unknown,2013-04-21,Transfer,Partner,2018-04-25 11:23:00,Spayed Female,Black/White,5 years,Shih Tzu
Unknown,2019-02-06,Transfer,Partner,2020-02-10 15:36:00,Intact Female,Red,1 year,Miniature Pinscher
*Timber,2014-06-15,Transfer,Partner,2015-07-15 15:25:00,Neutered Male,White,1 year,Great Pyrenees
Melady,2009-10-08,Transfer,Partner,2013-10-12 16:46:00,Spayed Female,Gold,4 years,Golden Retriever
Unknown,2022-04-29,Transfer,Partner,2024-04-29 17:41:00,Intact Female,Brown/White,2 years,Australian Cattle Dog
Unknown,2016-10-16,Transfer,Partner,2018-04-20 11:21:00,Neutered Male,Tricolor/Blue,1 year,Lhasa Apso
*Hoover,2018-02-25,Adoption,Foster,2018-05-04 09:24:00,Neutered Male,Cream/White,2 months,Labrador Retriever
Unknown,2015-05-08,Euthanasia,Suffering,2015-06-22 16:18:00,Intact Male,Tricolor,1 month,Dachshund
Unknown,2019-12-04,Transfer,Partner,2020-12-08 00:00:00,Neutered Male,Tricolor,1 year,Basset Hound
*Trinity,2018-09-16,Transfer,Partner,2019-05-22 13:11:00,Intact Female,Tricolor,8 months,Border Collie
Unknown,2008-03-14,Transfer,Partner,2016-03-18 13:03:00,Spayed Female,Brown,8 years,Dachshund
Gertie,2020-01-10,Adoption,Foster,2020-04-16 12:17:00,Spayed Female,White/Black,3 months,American Staffordshire Terrier
A837383,2019-06-22,Transfer,Partner,2021-06-26 11:35:00,Intact Female,White,2 years,Miniature Schnauzer
Jammer,2014-03-18,Transfer,Partner,2014-12-04 17:26:00,Neutered Male,White/Black Brindle,8 months,Australian Cattle Dog
Mo,2017-08-24,Transfer,Partner,2020-08-28 16:47:00,Neutered Male,Black,3 years,Labrador Retriever
*Croissant,2021-11-29,Transfer,Out State,2022-06-08 08:16:00,Spayed Female,Brown/Tan,6 months,Labrador Retriever
Saka,2021-04-06,Transfer,Out State,2022-01-07 17:59:00,Neutered Male,Black/Brown Brindle,9 months,Labrador Retriever
Unknown,2014-05-29,Transfer,Partner,2014-05-31 11:22:00,Intact Female,Cream,2 days,Labrador Retriever
Lil Bear*,2024-05-18,Transfer,Partner,2024-07-24 13:04:00,Intact Female,Tricolor,2 months,Lhasa Apso
Shadow,2012-09-27,Transfer,Partner,2015-07-20 12:41:00,Neutered Male,Black/White,2 years,Labrador Retriever
Leonard,2010-07-23,Adoption,Foster,2014-08-15 12:10:00,Neutered Male,Black,4 years,Labrador Retriever
*Scarlett,2014-05-23,Adoption,Foster,2016-09-04 11:59:00,Spayed Female,Tan,2 years,Cairn Terrier
*Parker,2016-10-23,Transfer,Partner,2023-10-31 16:26:00,Neutered Male,Tricolor,7 years,Miniature Pinscher
Layla,2013-01-09,Adoption,Offsite,2014-02-16 17:11:00,Spayed Female,White/Red,1 year,Basset Hound
Coach,2016-02-14,Transfer,Partner,2017-03-03 13:02:00,Intact Male,Yellow,1 year,Labrador Retriever
*Seamus,2015-03-30,Transfer,Partner,2016-04-05 15:19:00,Neutered Male,Black/White,1 year,Siberian Husky
Miles,2017-10-19,Transfer,Partner,2018-12-18 00:00:00,Neutered Male,Tricolor,1 year,Australian Cattle Dog
*Sugar,2018-02-01,Transfer,Partner,2020-12-18 10:14:00,Spayed Female,Tan/White,2 years,Labrador Retriever
*Jensen,2011-01-23,Adoption,Foster,2019-06-26 06:43:00,Spayed Female,Brown/White,8 years,Boxer
Unknown,2013-10-05,Transfer,Partner,2013-10-15 13:33:00,Intact Male,Brown/White,1 weeks,Australian Cattle Dog
*Gabby,2016-08-11,Adoption,Foster,2016-12-19 18:15:00,Spayed Female,White/Brown Brindle,4 months,American Bulldog
*Rosie,2016-02-14,Transfer,Partner,2017-03-13 16:25:00,Spayed Female,Black/White,1 year,Labrador Retriever
Scout,2014-05-08,Transfer,Partner,2019-08-01 16:13:00,Spayed Female,Black/Brown,5 years,Rottweiler
Lucy,2008-10-28,Adoption,Foster,2019-10-29 09:43:00,Spayed Female,Tan,11 years,Dachshund
Selena,2020-05-02,Transfer,Partner,2021-05-06 09:43:00,Intact Female,Black,1 year,Labrador Retriever
*Wilma,2007-03-20,Transfer,Partner,2014-04-01 14:00:00,Spayed Female,Red,7 years,Dachshund
*Bass,2019-09-11,Adoption,Foster,2019-11-19 12:40:00,Neutered Male,White,2 months,Australian Cattle Dog
Unknown,2019-03-08,Transfer,Partner,2020-01-13 12:16:00,Neutered Male,White,10 months,Golden Retriever
Unknown,2023-12-13,Transfer,Partner,2023-12-14 12:46:00,Intact Male,Brown/White,1 day,Boxer
Happy Camper,2017-04-08,Transfer,Partner,2017-05-24 18:36:00,Intact Male,Black,1 month,Labrador Retriever
Poundcake,2012-12-05,Euthanasia,Rabies Risk,2020-12-14 07:37:00,Intact Male,Black/White,8 years,Labrador Retriever
Unknown,2019-04-23,Transfer,Partner,2019-07-03 11:18:00,Neutered Male,White/Tan,2 months,Papillon
Logan,2009-06-25,Transfer,Partner,2019-06-28 15:02:00,Neutered Male,Tricolor,10 years,Chow Chow
Unknown,2024-03-26,Transfer,Partner,2024-03-28 14:22:00,Unknown,Brown/White,2 days,Border Collie
Unknown,2014-05-25,Transfer,Partner,2014-11-09 17:30:00,Intact Female,Brown Brindle,5 months,Boxer
Jack,2009-03-31,Adoption,Foster,2019-05-31 12:27:00,Neutered Male,Black,10 years,Labrador Retriever
Dexter,2018-02-06,Transfer,Partner,2019-02-15 14:58:00,Neutered Male,Black/White,1 year,Siberian Husky
Unknown,2018-04-29,Transfer,Partner,2018-06-15 12:38:00,Intact Female,White/Brown,1 month,Australian Shepherd
Tato,2024-01-12,Transfer,Partner,2024-09-11 16:30:00,Neutered Male,Yellow/White,7 months,Labrador Retriever
Unknown,2018-11-24,Transfer,Partner,2019-03-15 14:47:00,Neutered Male,Red,3 months,Ibizan Hound
Jenga,2015-08-08,Transfer,Partner,2018-09-14 11:06:00,Intact Female,White/Brown Brindle,3 years,American Bulldog
Butters,2014-03-25,Transfer,Partner,2014-06-01 15:10:00,Intact Male,Tricolor,2 months,Beagle
Loki,2018-01-28,Transfer,Out State,2021-10-08 13:21:00,Neutered Male,Black,3 years,Labrador Retriever
Mori,2022-01-26,Transfer,Out State,2022-10-10 09:37:00,Intact Male,White/Tricolor,8 months,Akita
Unknown,2015-09-24,Adoption,Foster,2015-11-18 12:27:00,Neutered Male,Black/Tan,1 month,Dachshund
Manchitas,2010-10-25,Transfer,Partner,2013-10-28 12:58:00,Spayed Female,Blue Merle/White,3 years,Dachshund
Unknown,2013-10-09,Transfer,Partner,2013-10-16 18:40:00,Intact Female,Cream,1 week,Labrador Retriever
Joi,2012-06-20,Adoption,Foster,2021-05-21 09:22:00,Neutered Male,White/Black,8 years,Dalmatian
*Bradley,2022-03-01,Adoption,Foster,2024-05-29 15:51:00,Neutered Male,Black,2 years,Labrador Retriever
Daisy,2019-04-01,Missing,In Kennel,2021-11-10 10:33:00,Spayed Female,Tan/White,2 years,Labrador Retriever
*Aria,2013-07-23,Transfer,Partner,2014-08-24 14:51:00,Spayed Female,Black/White,1 year,Labrador Retriever
Unknown,2018-10-03,Transfer,Partner,2020-10-05 00:00:00,Intact Female,Brown Brindle/Black,2 years,Beagle
*Josie,2017-11-15,Adoption,Foster,2018-01-13 17:13:00,Spayed Female,Black/White,1 month,Rat Terrier
Lucy,2019-09-20,Transfer,Partner,2020-08-23 00:00:00,Spayed Female,Black,11 months,Labrador Retriever
Scrappy,2014-02-11,Adoption,Foster,2015-03-01 10:45:00,Neutered Male,Brown Brindle,1 year,Boxer
Unknown,2021-03-06,Transfer,Partner,2021-05-10 09:07:00,Intact Female,White/Tan,2 months,Labrador Retriever
Sadie,2021-02-08,Transfer,Partner,2022-02-22 14:42:00,Intact Female,Sable,1 year,Shiba Inu
Unknown,2009-12-06,Transfer,Partner,2015-01-02 12:40:00,Spayed Female,Black/White,5 years,Rat Terrier
Taya,2012-08-29,Transfer,Partner,2020-12-04 16:45:00,Spayed Female,Black/White,8 years,Australian Kelpie
Boomer,2013-01-29,Euthanasia,Aggressive,2014-07-30 12:28:00,Neutered Male,Black,1 year,Labrador Retriever
Nicole,2011-09-14,Transfer,Partner,2024-06-15 12:10:00,Spayed Female,Red/White,12 years,Dachshund
Lucy,2018-05-09,Adoption,Foster,2018-12-14 18:06:00,Spayed Female,Black/Tricolor,7 months,Harrier
Unknown,2007-05-16,Transfer,Partner,2014-05-19 12:49:00,Neutered Male,Brown/White,7 years,Lhasa Apso
*Jean Grey,2021-12-10,Adoption,Foster,2022-02-12 12:32:00,Spayed Female,Tricolor,2 months,Australian Cattle Dog
Apollo,2021-04-22,Transfer,Out State,2022-05-20 11:32:00,Neutered Male,Tan/White,1 year,Australian Cattle Dog
Unknown,2015-05-29,Transfer,Partner,2015-08-18 14:19:00,Intact Male,Black/White,2 months,Miniature Schnauzer
Henry,2018-11-13,Adoption,Foster,2019-01-19 18:00:00,Neutered Male,Chocolate/White,2 months,Australian Shepherd
Unknown,2015-01-02,Transfer,Partner,2015-01-20 14:42:00,Intact Female,Black/White,2 weeks,Border Collie
*Blue,2022-03-19,Transfer,Out State,2022-06-08 08:10:00,Neutered Male,Chocolate/White,2 months,Labrador Retriever
Unknown,2020-11-01,Transfer,Partner,2020-11-24 11:35:00,Intact Male,Tricolor,3 weeks,Labrador Retriever
Unknown,2023-09-30,Transfer,Partner,2023-10-03 12:16:00,Intact Male,Black/White,3 days,Shih Tzu
Marley,2009-09-08,Euthanasia,Aggressive,2014-03-20 15:19:00,Neutered Male,Blue Merle/Tan,4 years,Australian Shepherd
*Billie,2021-03-13,Transfer,Partner,2021-09-22 17:50:00,Intact Female,Black/White,6 months,Labrador Retriever
*Daenerys,2022-03-01,Transfer,Partner,2022-07-07 15:36:00,Intact Female,White,4 months,Great Pyrenees
*Cooper,2013-06-28,Transfer,Partner,2014-01-03 14:50:00,Intact Male,Tan,6 months,Labrador Retriever
A882859,2013-06-09,Transfer,Partner,2023-06-13 13:54:00,Intact Male,Black/Brown,10 years,Yorkshire Terrier
Unknown,2023-01-28,Died,In Kennel,2023-04-11 10:45:00,Intact Female,Blue Tick/White,2 months,Australian Cattle Dog
Max,2015-06-25,Transfer,Partner,2016-09-20 00:00:00,Neutered Male,Tan/White,1 year,Rat Terrier
Mr Beans,2016-11-08,Transfer,Partner,2018-11-13 14:08:00,Intact Male,Tan/Black,2 years,Border Terrier
Cozette,2016-07-28,Adoption,Foster,2018-10-29 12:48:00,Spayed Female,Black/White,2 years,Beagle
*Parmesan,2022-01-01,Transfer,Out State,2022-08-12 08:07:00,Spayed Female,White/Black,7 months,Great Dane
Ruby,2010-04-16,Transfer,Partner,2016-05-11 00:00:00,Intact Female,Buff,6 years,Pekingese
Unknown,2016-03-13,Transfer,Partner,2016-06-04 00:00:00,Spayed Female,Tan,2 months,Shiba Inu
Casper,2018-02-26,Transfer,Partner,2018-04-30 12:33:00,Intact Male,White,2 months,Great Pyrenees
Chester,2017-08-06,Transfer,Partner,2020-08-10 00:00:00,Intact Male,Black,3 years,Cairn Terrier
*Mickey,2016-03-07,Transfer,Partner,2017-03-12 17:32:00,Neutered Male,Cream/Tan,1 year,Cairn Terrier
Bill,2015-05-14,Adoption,Foster,2020-05-09 16:47:00,Neutered Male,White/Black,4 years,Dalmatian
*Buddy,2018-01-29,Transfer,Partner,2019-02-06 14:10:00,Intact Male,Yellow,1 year,Labrador Retriever
Unknown,2014-06-05,Transfer,Partner,2017-06-09 15:07:00,Neutered Male,Cream,3 years,Lhasa Apso
Unknown,2023-09-22,Transfer,Partner,2023-11-08 10:11:00,Intact Female,Brown Brindle/White,1 month,Labrador Retriever
Zoey,2005-04-08,Transfer,Partner,2016-04-11 12:00:00,Spayed Female,Cream,11 years,Shih Tzu
Unknown,2014-09-21,Transfer,Partner,2014-10-22 17:46:00,Intact Male,Black/White,4 weeks,Labrador Retriever
*Foxy,2014-03-23,Adoption,Foster,2014-12-01 18:49:00,Spayed Female,Black,8 months,Labrador Retriever
Unknown,2013-08-30,Euthanasia,At Vet,2019-08-29 09:35:00,Intact Male,Brown,6 years,Cairn Terrier
*Fennec,2012-05-08,Transfer,Partner,2017-05-30 09:52:00,Neutered Male,Chocolate,5 years,Miniature Pinscher
Unknown,2020-03-26,Transfer,Partner,2022-03-30 11:28:00,Intact Female,Black/Brown,2 years,Dachshund
Sasha,2006-05-01,Euthanasia,Suffering,2016-02-03 15:34:00,Intact Female,Black,9 years,Rottweiler
Unknown,2013-03-10,Transfer,Partner,2014-03-14 11:01:00,Intact Male,White/Chocolate,1 year,Rat Terrier
Bella,2018-03-18,Transfer,Partner,2018-09-01 11:09:00,Intact Female,Black/White,5 months,Border Collie
Lilly,2013-09-15,Transfer,Partner,2013-10-30 17:16:00,Intact Female,Black/Tan,1 month,Yorkshire Terrier
*Flo,2014-12-29,Transfer,Partner,2015-09-26 09:33:00,Intact Female,Tan,8 months,Labrador Retriever
Oso,2006-01-06,Adoption,Foster,2016-09-30 11:37:00,Neutered Male,Black/Brown,10 years,Rottweiler
Pepper,2014-06-13,Adoption,Foster,2014-10-13 14:03:00,Spayed Female,Black/White,4 months,Border Collie
Unknown,2019-07-22,Transfer,Partner,2019-08-03 08:36:00,Unknown,White/Black,1 weeks,Labrador Retriever
Unknown,2014-12-23,Transfer,Partner,2015-04-19 17:52:00,Spayed Female,Tan/White,3 months,Plott Hound
*Beau,2020-02-08,Transfer,Partner,2020-05-09 06:49:00,Intact Male,Brown/White,2 months,Bloodhound
Unknown,2021-10-13,Transfer,Partner,2023-10-22 13:43:00,Intact Male,Tricolor,2 years,Bulldog
Don Juan,2012-02-10,Transfer,Partner,2015-02-13 12:26:00,Intact Male,Black/White,3 years,Lhasa Apso
Kota,2018-03-16,Transfer,Partner,2023-03-30 11:42:00,Spayed Female,Black/Brown,5 years,Keeshond
Boomer,2003-10-18,Transfer,Partner,2017-10-30 14:57:00,Intact Male,Black/White,14 years,American Bulldog
Unknown,2019-03-12,Died,In Foster,2019-03-15 14:12:00,Intact Female,Black/White,3 days,Australian Shepherd
Unknown,2017-02-11,Adoption,Foster,2017-04-17 11:04:00,Spayed Female,Brown/Black,2 months,Labrador Retriever
Libby,2010-10-24,Transfer,Partner,2018-10-30 12:18:00,Spayed Female,Black,8 years,Labrador Retriever
Chingy,2015-09-28,Transfer,Partner,2024-01-03 19:00:00,Intact Female,Red,8 years,Chow Chow
Unknown,2019-02-18,Transfer,Partner,2019-04-24 12:18:00,Neutered Male,Black/White,2 months,Labrador Retriever
Unknown,2022-02-11,Transfer,In State,2022-04-17 11:02:00,Intact Female,White,2 months,Labrador Retriever
Penny,2017-01-27,Adoption,Foster,2017-03-27 17:40:00,Spayed Female,Tan/White,1 month,Labrador Retriever
Pandora,2017-01-08,Transfer,Partner,2017-10-02 16:38:00,Spayed Female,Black,8 months,Labrador Retriever
Sky,2022-05-18,Transfer,Partner,2023-03-18 13:49:00,Intact Female,Brown/White,9 months,Siberian Husky
Unknown,2020-12-01,Transfer,Partner,2022-12-13 11:50:00,Neutered Male,Cream/Black,2 years,Maltese
*Dixie,2015-07-09,Transfer,Partner,2016-08-25 00:00:00,Intact Female,Brown Brindle,1 year,Plott Hound
Unknown,2018-09-10,Transfer,Partner,2024-09-16 11:12:00,Intact Male,White,6 years,Bichon Frise
Hutch,2008-11-14,Transfer,Partner,2017-12-01 12:25:00,Neutered Male,Tricolor,9 years,Beagle
*Baguette,2018-02-25,Adoption,Foster,2018-05-11 11:54:00,Neutered Male,White/Cream,2 months,Labrador Retriever
Unknown,2014-04-14,Transfer,Partner,2014-07-18 14:26:00,Intact Male,Brown/White,3 months,Australian Cattle Dog
A847642,2020-12-06,Adoption,Foster,2021-12-20 15:53:00,Neutered Male,Brown/White,1 year,Leonberger
*Dessau,2014-05-05,Transfer,Partner,2014-10-10 11:24:00,Intact Male,White,5 months,Great Pyrenees
Alex,2008-10-04,Died,In Kennel,2016-10-22 00:00:00,Neutered Male,Black/Tan,8 years,Australian Cattle Dog
Feisty,2017-03-11,Adoption,Foster,2019-12-19 08:13:00,Spayed Female,Black Brindle,2 years,American Staffordshire Terrier
A858615,2022-05-26,Transfer,Out State,2022-06-08 08:37:00,Intact Male,Brown/White,1 weeks,Australian Shepherd
*Summer,2022-10-01,Adoption,Foster,2023-08-22 15:11:00,Spayed Female,Brown Brindle,10 months,Labrador Retriever
Unknown,2019-01-21,Transfer,Partner,2019-03-22 13:58:00,Intact Female,White,1 month,American Bulldog
Sage,2022-04-04,Return to Owner,Field,2024-04-04 10:40:00,Spayed Female,White/Black,2 years,Siberian Husky
Unknown,2017-11-06,Adoption,Foster,2018-01-17 07:03:00,Neutered Male,Black/White,2 months,Labrador Retriever
888008,2023-03-02,Transfer,Partner,2023-08-30 10:14:00,Intact Male,Black,5 months,Labrador Retriever
Todd,2006-09-19,Transfer,Partner,2014-09-26 11:19:00,Neutered Male,Tan/White,8 years,Shih Tzu
*Elliot,2010-10-20,Transfer,Partner,2018-11-07 16:07:00,Intact Male,Brown/Black,8 years,Belgian Malinois
*Murphy,2011-01-17,Transfer,Partner,2014-08-03 15:44:00,Neutered Male,Blue Merle,3 years,Australian Cattle Dog
*Jolli,2014-04-22,Transfer,Partner,2015-05-01 12:34:00,Spayed Female,Black/White,1 year,Labrador Retriever
*Oliver,2020-08-19,Adoption,Foster,2022-11-21 14:44:00,Spayed Female,Black/White,2 years,Labrador Retriever
Shadow,2010-11-14,Transfer,Partner,2014-02-02 14:19:00,Neutered Male,Black/White,3 years,Labrador Retriever
*Tess,2003-11-11,Transfer,Partner,2014-11-12 17:51:00,Intact Female,White/White,11 years,Soft Coated Wheaten Terrier
Millie,2013-09-10,Transfer,Partner,2014-09-17 15:45:00,Intact Female,Brown Brindle/White,1 year,Dachshund
Unknown,2013-10-17,Transfer,Partner,2015-11-01 12:21:00,Neutered Male,Brown,2 years,Yorkshire Terrier
Unknown,2014-05-29,Transfer,Partner,2014-05-31 11:23:00,Intact Female,Brown,2 days,Labrador Retriever
*Christmas Holiday,2022-11-28,Adoption,Foster,2024-02-13 14:43:00,Spayed Female,Black/White,1 year,Rat Terrier
Unknown,2016-05-03,Transfer,Partner,2016-10-03 13:10:00,Intact Female,Black,5 months,Labrador Retriever
*Oscar,2008-11-07,Transfer,Partner,2014-11-13 18:30:00,Intact Male,Red,6 years,Labrador Retriever
*Leo,2009-07-07,Euthanasia,At Vet,2019-09-06 10:44:00,Neutered Male,White/Black,10 years,Rat Terrier
*Luna,2015-12-09,Adoption,Foster,2018-10-31 08:34:00,Spayed Female,Brown Brindle/White,2 years,Boxer
Unknown,2015-11-01,Transfer,Partner,2016-01-21 13:04:00,Intact Female,Black,2 months,Labrador Retriever
*Ruze,2017-09-15,Transfer,Partner,2019-09-25 15:22:00,Intact Male,Black,2 years,Labrador Retriever
Walter,2014-08-30,Adoption,Foster,2014-10-22 16:23:00,Neutered Male,Brown,1 month,Golden Retriever
Unknown,2018-04-29,Transfer,Partner,2018-06-15 12:37:00,Intact Female,White/Tricolor,1 month,Australian Shepherd
*Scout,2018-04-09,Adoption,Foster,2019-03-16 18:21:00,Spayed Female,White/Brown Brindle,11 months,Labrador Retriever
Lady,2011-09-15,Transfer,Partner,2023-01-15 14:23:00,Spayed Female,Chocolate,11 years,Dachshund
Buddy,2019-10-26,Transfer,Partner,2020-12-04 16:44:00,Neutered Male,Brown Brindle,1 year,Plott Hound
Unknown,2018-01-27,Transfer,Partner,2018-03-03 16:24:00,Intact Female,Black/White,5 weeks,Labrador Retriever
Cody,2016-02-23,Adoption,Foster,2016-09-14 10:07:00,Neutered Male,Brown,6 months,Toy Fox Terrier
Unknown,2018-05-06,Euthanasia,At Vet,2023-05-10 09:39:00,Intact Male,Tan/Black,5 years,Pug
Freckles,2010-06-05,Transfer,Partner,2017-06-22 18:53:00,Spayed Female,Buff,7 years,Cocker Spaniel
Mojo,2011-02-24,Transfer,Partner,2017-09-26 11:21:00,Neutered Male,Gray/Tan,6 years,Yorkshire Terrier
Floki,2019-12-29,Transfer,Partner,2022-03-11 14:01:00,Neutered Male,Black/Black,2 years,Labrador Retriever
Bronson,2013-08-31,Transfer,Partner,2015-10-21 00:00:00,Neutered Male,Brown Brindle/White,2 years,Bull Terrier
Charlie,2006-11-02,Transfer,Partner,2016-11-10 12:20:00,Intact Male,Red/Black,10 years,Chow Chow
*Flower,2019-08-24,Transfer,Partner,2020-09-08 14:00:00,Spayed Female,Cream,1 year,Border Collie
*Custer,2014-11-16,Transfer,Partner,2015-01-21 17:33:00,Neutered Male,White,2 months,Labrador Retriever
Unknown,2019-02-17,Transfer,Partner,2019-03-25 12:39:00,Intact Female,Tan/Black,1 month,Rat Terrier
Maverick,2017-11-13,Adoption,Foster,2020-04-04 09:43:00,Neutered Male,White/Black,2 years,Australian Cattle Dog
Rat,2011-04-18,Adoption,Foster,2021-07-29 15:01:00,Neutered Male,Tricolor,10 years,Rat Terrier
*Tyler,2017-06-28,Transfer,Partner,2017-09-21 14:52:00,Spayed Female,Brown Brindle/White,2 months,Labrador Retriever
